clean_text,emotion_label,stress_label
rumit kata pertama yang terlintas di kepala tiap ada karya oriol paulo yang keluar karena kali ini series kegilaannya lebih parah dari biasa dengan durasi yang lebih panjang dari kebanyakan film yang dia buat sebelumnya,neutral,0.37
tumben tidak marah marah nih,neutral,0.28
ini buat siapa oi gue merasa soalnya lagi tidak enak badan juga dari semalam apa dia punya indra ke lucu h lucu mengharap banget guwehh,happy,0.17
tentang makhluk mitos bulgasal yang mau balas dendam dan dalam perjalanannya dia itu bertemu dengan keluarga kayak ini balas dendam tapi juga fokus pada hubungan antar manusia aku suka banget bagaimana hubungan tiap dari mereka develop pokoknya bagus banget huhu,happy,0.06
semangat terus mbull,happy,0.06
ayahku di alam kubur sepertinya malu juga anaknya jadi weeaboo begini,sad,0.56
akhirnya tugas selesai juga lega banget di kantor sama dia,happy,0.24
bingung dan takut ambil keputusan hari ini di kantor sama teman kantor,anxious,0.91
jangan lupa sarapann semangat buat hari ini sayang semoga harimu menyenangkan,happy,0.1
hari ini produktif dan suasana hati bagus dan kepikiran terus pas perjalanan sama dia,happy,0.18
tidak pakai nama asli takut teemn rl tau wkwk,anxious,0.82
malu tetapi saya tidak diapakan mer lucu sudah dikembalikan begitu saja dia tes detak jantung doang kali ya saya benaran deg an soalnya tapi ya tetap tidak ada yang berubah cuma memang tau sih kalau dipretelin tettep takut,anxious,0.75
sabtu pagi bukannya dapat kabar gembira malah dapat kabar yang bikin deg degan alias t t jadwal ujian sekolah sama ukk bulan depan,anxious,0.85
semangat nugasnya fanyaa,happy,0.16
habis vaksin dosis rasanya badan suka gampang banget lelah,sad,0.78
kaget anjing tapi seru lucu lucu lucu,happy,0.08
orang itu bikin emosi banget dari tadi kepikiran di kampus sendiri,angry,0.71
masih susah pindah on dari kejadian itu tapi ya sudahlah di kampus sendiri,sad,0.68
tim zombie yang meningoy takut gadapet universitas tapi ingin tetap rebahan,anxious,0.87
wikipedia reminder moa yuk biasakan buat buka wikipedia txt minimal kali ari buat sosial rate juga ubah ke mode desktop scroll aca selama menit,neutral,0.32
khawatir sama kondisi sekarang jujur saja bareng teman sendiri,anxious,0.87
merasa sendirian akhir akhir ini dan kepikiran terus sama keluarga,sad,0.56
salahnya dimana ketika harus marah pada hal yang salah sedang kebaikan kebaikan yang juga ada pada video engkau potong potong tidak kelas komisaris ndul,angry,0.93
namun waktu kamu kembali untuk mengikuti gp ada perasaan senang sedih khawatir karena jauh dari rumah karena adanya rasisme karena situasi cn kira namun di sana kamu bisa kembali membuktikan kemampuanmu,neutral,0.32
sedih gue jadi tidak depat anjir,sad,0.76
hari ini produktif dan suasana hati bagus dari tadi kepikiran sendiri,happy,0.21
tapi tetap para pemuja vaksin akan menolak informasi itu sehingga mereka tetap menunggu dengan penuh harap go itu disuntikkan kembali ke tubuh mereka dan kita yang dianggap bego dan kita yang dianggap sok nalar dan kita yang dianggap hoaks padahal,neutral,0.31
iya memang enak,happy,0.09
rasanya gugup terus hari ini dari tadi kepikiran di kantor,anxious,0.79
masih susah pindah on dari kejadian itu padahal sudah coba santai waktu malam sama teman kantor,sad,0.75
both saja sudah agar kamu puas dan bahagia t t,sad,0.72
sedih banget pas di tempat fc lek nya masih menuliskan menerim isi lagu lek nya sudah tua begitu,sad,0.71
senyum sendiri pas ingat kejadian tadi serius di kampus sendiri,happy,0.29
anxious banget sebelum meeting tadi sumpah di kantor,anxious,0.85
senang banget hari ini ketemu teman lama dan kepikiran terus waktu malam sama keluarga,happy,0.15
kenapa sih harus bikin masalah terus dan kepikiran terus tadi pagi sama teman kantor,angry,0.72
cemas memikirkan masa depan padahal sudah coba santai di kantor sama dia,anxious,0.8
sedih tgok vdeo rayan itu semoga selamat semuanya,neutral,0.39
mungkin saja di mana yang tidak setuju pasti kedengaran bersuara keras semua fraksi dewan perwakilan rakyat hanya partai keadilan sejahtera kan yang menolak,neutral,0.27
ala alah alah murung kejap lucu haha,sad,0.78
aku juga orangnya sweet ke pasangan suka banget memberi kamu sesuatu yang bikin kamu salah tingkah dan juga untuk love languange kala woa sama kita jadi gaakan merasa kebosanan kalau pacaran sama kala nantinyaa,neutral,0.34
semangat terus ya kak aku di ain semoga kakak baik saja percaya saja sama yang di atas meminta perlindungan dan kalau ada masalah berdoa saja meminta pertunjuk untuk jalan keluarnya,happy,0.13
kesal banget hari ini banget asli tadi pagi sama keluarga,angry,0.94
emotionally unstable dengarkan dmnya fromis saja bisa menangis sampai jam pagi padahal bukan lagu sedih,sad,0.57
lelah sih tapi puas hasilnya bagus serius sendiri,happy,0.28
takut banget sudah jelas positif masih nongkrong bukannya isoman,anxious,0.83
sudah sabar tapi masih dibohongi lucu di kantor sama keluarga,angry,0.88
kesal banget sama orang yang tidak tepat waktu lucu di kantor sama dia,angry,0.71
untuk meraih sukses kita perlu motivasi kuat namun untuk bahagia kita bisa menikmatinya justru saat istirahat bersyukur anonim,neutral,0.27
saya kayak orang gila mengulang ini child sampai menangis apa sih saya sedih banget liriknya anjengg,sad,0.52
akhirnya lolos interview kerja serius di rumah sama keluarga,happy,0.16
alhamdulillah jiminiee masih pagi sudah dapat kabar baik senang pagi,happy,0.15
masih susah pindah on dari kejadian itu banget asli bareng teman sendiri,sad,0.69
rasanya sedih banget akhir akhir ini banget asli di kantor sendiri,sad,0.58
walah semangat bi,happy,0.08
jika merasa berat melupakan masa lalu ringankan saja dengan mengingat masa depan bersama orang yang ada disampingmu saat ini,neutral,0.27
semalam saja tapi sunway pyramid saja sggh kedai sony tanya play station takdak stok katanya pasti lalu kedai game sebelah sony itu,neutral,0.4
geram banget sama pelayanan tadi jujur saja tadi pagi sendiri,angry,0.9
rasanya kosong saja hari ini dan kepikiran terus bareng teman sama teman kantor,sad,0.55
inituh yang ada member dari indonesia nya tidak sih sedih banget,sad,0.57
kenapa sih harus bikin masalah terus sih di kampus sama keluarga,angry,0.76
malam ini kepikiran terus jadi sedih dan kepikiran terus pas perjalanan,sad,0.6
pakai apa yang membuatmu nyaman nder mau platform bimbel yang mana sesuaikan kebutuhan jangan hanya mengikut teman suka yang mana tidak harus sama kayak teman tidak apa kok nder,neutral,0.25
hashida wanginya sayang tidak normal,neutral,0.26
hari ini produktif dan suasana hati bagus dari tadi kepikiran di kantor sama keluarga,happy,0.12
cjr bangsat perusak moral masih kecil sudah mengajarkan cinta an belum sunat saja sombong sudah sana pergi kelaut saja cc all comati,angry,0.96
aku kurang tau juga yang yedamtpi kok yedam pas dia buka masked nya pada kaget begitu ya berarti kalau jwoo nanti berarti sudah pada tau dong,neutral,0.22
rumah sepi nih,sad,0.55
jangan begitu nder gue juga suka keluar tengah malam terus foto kembang itu bagus banget soalnya pas lihat lucu,happy,0.03
khawatir sama kondisi sekarang banget asli di kantor sama keluarga,anxious,0.89
salah satu manfaat revenge kill them dengan kindess adalah gaperlu bermusuhan tidak perlu lelah marah marah ada saatnya mereka sih your worth and come tapi kamu,neutral,0.2
ramai apa sepi nih kasih info yang jelas kenapa,angry,0.88
pagii mau ngenalin anak lama yang aku pribadi suka banget sama backstorynya karena kayak fabel xixi ini malam sama senja dulunya mereka hewan asli lo tetapi dewi bulan dan matahari ngerestuin mereka jadi manusia karena beberapa hal,happy,0.02
heran doang kaget doang bicara doang,neutral,0.27
kepikiran banyak hal sampai susah tidur dari tadi kepikiran di rumah sendiri,anxious,0.97
gara gara teminum kopi kah jadi gugup tadi,neutral,0.29
aku yang meninggalkannya namun dia yang lebih dulu bahagia,sad,0.53
cemas memikirkan masa depan dari tadi kepikiran waktu malam sama dia,anxious,0.82
dapat kabar baik dari keluarga tadi pagi serius pas perjalanan sendiri,happy,0.16
yuk istirahat lebih cepat semoga besok dapat kabar baik,happy,0.11
mau marah melihat orang pakai filter mata banyak di muka ya allah merinding saya,anxious,0.73
ingin mengumpat seperti biasa,angry,0.99
dapat kabar baik dari keluarga tadi pagi sih pas perjalanan,happy,0.28
sudah sabar tapi masih dibohongi waktu malam sama keluarga,angry,0.85
kecewa banget sama hasilnya padahal sudah coba santai di kampus sama keluarga,sad,0.55
denise suara muu hcuwbxja oh my god sedih sih kamu keluar dari sc tetapi tidak apa apa ayokk banyak up video di yt and debut lagi lucu,sad,0.62
biasanya kalau telat masuk surat keputusan disemprot sama gurunya jadi malu,sad,0.66
kesal banget sama orang yang tidak tepat waktu sih di rumah sama keluarga,angry,0.92
kesal banget hari ini sumpah bareng teman sama keluarga,angry,0.77
jangan marah padanya jika dia tidak lagi peduli tapi marahlah pada diri sendiri sebab ketika dia peduli kamu tidak pernah menghargai,sad,0.72
akhirnya tugas selesai juga lega banget pas perjalanan sendiri,happy,0.06
kenapa sih harus bikin masalah terus jujur saja bareng teman sama dia,angry,0.66
khawatir sama kondisi sekarang dan kepikiran terus pas perjalanan sendiri,anxious,0.83
emosi lihat komentar orang tadi agak random sih di kantor sama dia,angry,0.77
sedih banget,sad,0.77
kalau suka lauren layne samantha chase boleh banget mengobrol,neutral,0.3
sudah sabar tapi masih dibohongi waktu malam sama teman kantor,angry,0.68
demi allah yang kena siapa yang menangis siapa gue jadi peran badguy banget kalau begini padahal gue yang dibuat sedih,sad,0.53
bingung dan takut ambil keputusan banget waktu malam,anxious,0.84
mau ini benar atau tidak tapi kalau dengar kabar baik soal timnas selalu senang sih,happy,0.0
semoga quarter life crisis segera berlalu ya semangat besteh,happy,0.09
rindu sekali dengan ipe rindu tempat saya menangis orang yang saya jadikan alasan untuk suka dengan buah naga foto ini diambil ketika kita memperjuangkan ugm dan melepas penat belajar ke pasar kangen yogyakarta,sad,0.78
cara melawan toksik maskulinitas rapuh salah satunya adalah dengan mendukung laki laki agar tidak ragu merawat dirinya sendiri,neutral,0.39
takut gagal di presentasi besok banget asli di rumah sama teman kantor,anxious,0.9
senang banget hari ini ketemu teman lama sih di kampus sama teman kantor,happy,0.21
akhir akhir ini cemas terus banget asli tadi pagi sama dia,anxious,0.84
sekiranya instagram dipegang sama cowoknya jangan followan sama sec acc aku karena tidak ada cowok di sec acc aku dan tiba tiba cowok teman gue melihat begitu saja suka menyukai menyukai tidak banget,angry,0.89
khawatir sama kondisi sekarang tapi ya sudahlah di rumah sama dia,anxious,0.8
pakai popsocket enak tidak sih aku belum pernah coba soalnya lucu,neutral,0.31
suka nih yang bikin emosi begini jadi tag aku dong kack,angry,0.87
semangat gue kasih minum nih,happy,0.12
saya masih senyum tidak jelas gara gara jungwon wonyoung kemarin lucu banget saya marah,happy,0.08
terima kasih ya sudah bikin hariku lebih baik tapi ya sudahlah tadi pagi,happy,0.26
lelah sama keadaan sekarang serius tadi pagi sendiri,sad,0.58
cemas memikirkan masa depan banget asli sama keluarga,anxious,0.9
saja pilih yang kontroversi macam saja nak suruh orang benci,angry,1.0
mimpi ku malam ini sedih tapi enggak jelas sedih karena bestie aku meninggal enggak jelas karena guru matematika aku jadi tentara nasional indonesia au sekaligus dosen,sad,0.55
akhirnya lolos interview kerja hari ini bareng teman sama dia,happy,0.1
buka twit sekarang rasanya kaya sepi banget,sad,0.59
ada beberapa hal yang patut kita berikan dan tidak tapi saya kita kadang terlalu bodoh untuk memberikan apa yang kita punya dengan orang yang bahkan kita tidak tahu apakah dia akan menetap atau pergi,sad,0.57
aku cuma ingin istirahat sebentar tapi ya sudahlah tadi pagi sama keluarga,sad,0.71
sueer deh kangen itu tidak enak enak itu di kangenin di perhatikan di manjakan di bahagiain sedih kesepian menunggu dia,sad,0.71
poin no solusinya kontrol your kontol pak enak saja sudah dikasih buat seumur hidup masih meminta cicip yang lain poin no juga geli bacanya ujung nya yang dipikirkan juga perkelamninan iya ini buaya,angry,0.85
fagg benci banget saya lihatnya,angry,0.87
haruskah aku buat facebook agar twitter ini semakin sepi,neutral,0.27
mau seburuk apapun kamu mau sebanyak apapun kesalahan kamu jangan sampai kamu benci diri kamu sendiri karena yang harus kamu lakukan cuma satu belajar dari semua yang sudah terjadi kamu bakal spesial bagi orang yang tepat,neutral,0.34
ingin banget belikan layout kapel buat pacar virtual tapi masalahnya kita berdua suka layout mati lampu,anxious,0.72
lelah sih tapi puas hasilnya bagus banget pas perjalanan,happy,0.27
hari ini berat banget dijalani dari tadi kepikiran waktu malam,sad,0.82
hari ini berat banget dijalani sumpah di rumah sama teman kantor,sad,0.79
happy akhir pekan mbak noni bahagia selalu,happy,0.08
alah padahal di hati terdalam kecewa luar biasa,sad,0.78
sabar sabar kaget sama crossovernya chigiri pulang kunigami sudah menangis itu di pojokan,neutral,0.26
baik banget nih orang tapi suka sedih kalau orang orang lebih mentingin pcnya sih,sad,0.62
geram banget sama pelayanan tadi banget asli bareng teman sama keluarga,angry,0.76
sepi dagangan by the way lucu apa masih imlekan ya lucu gue,happy,0.13
bulan ya desember lalu saya kaget mulu kalau om saya datang takut memberi kabar kematian,anxious,0.85
kesal banget sama orang yang tidak tepat waktu tapi ya sudahlah di kampus sama keluarga,angry,0.85
semangat dong ah,happy,0.02
lelah sama keadaan sekarang dan kepikiran terus pas perjalanan,sad,0.63
takut bila sudah start beli nih kang semua favorit chara lah nak beli,anxious,0.75
ada badutan tidak semalam chingu butuh badutan sayang biar semangat menjalani hari,happy,0.14
lelah sama keadaan sekarang agak random sih,sad,0.74
andai saja dia percaya skenario berikutnya adalah happy akhir tetapi memang belum di akhir kan oleh sang penulis kunci nya percaya yang biasanya dikonflikkan sepanjang waktua dipercayai atau memercayai dulu saling percaya happy akhir of kemanusiaan langka di kala ini,neutral,0.32
kaget kok telat,anxious,0.87
memang paling benar pagi pagi tidak usah buka twitter emosi anjing,angry,0.88
malam nenek pakai baju tipis malam nenek pakai bikini kakek kaget doang malam nenek telanjang bulat kakek malah bilang baju kusut kok dipakai,neutral,0.2
khawatir sama kondisi sekarang di kampus sendiri,anxious,0.76
masa pagi sudah menangis benci banget sama hati ku ini lemah,sad,0.62
negara juga tidak bodoh tidak perlu sok an mancing atas nama kebebasan informasi kalau tujuannya hanya bikin propaganda framing,neutral,0.31
aku cuma ingin istirahat sebentar hari ini pas perjalanan,sad,0.58
orang itu bikin emosi banget dan kepikiran terus tadi pagi,angry,0.75
lelah sih tapi puas hasilnya bagus tapi ya sudahlah tadi pagi sama teman kantor,happy,0.17
kalau lihat portofolio hijau itu kayak ada kesenangan tersendiri tapi giliran lihat dompet kosong sedih lagi anjir,sad,0.61
dapat kabar baik dari keluarga tadi pagi di kantor sendiri,happy,0.25
sabarlah wahai diriku sesungguhnya allah bersama orang orang yang sabar itulah yang selalu aku katakan dalam hati untuk menenangkan diri ketika hatiku terluka,neutral,0.39
sedih,sad,0.73
tapi teringat pas lsp ngejurnal manual sampai arus kas saya lancar komputer juga lancar eh giliran ujian teori saya apes banget tiba kayak orang bego lucu gue,anxious,0.82
hihi ada ada saja,neutral,0.22
tapi tidak jadi sedih orang ekskul nya tidak seru tersenyum indah menawan surat pemberitahuan tahunan cekep cewek cakap,neutral,0.36
bangsat memang kamu sudah,angry,0.96
terima kasih ya sudah bikin hariku lebih baik dan kepikiran terus pas perjalanan sama dia,happy,0.24
akhirnya lolos interview kerja serius di rumah sama keluarga,happy,0.09
aku sih anak bodoh,neutral,0.33
jangan kesal kalau dia masih bisa bawel kamu mengingatkan kamu justru kamu harusnya sedih kalau dia sudah tidak pernah bawel dan tidak pernah mengingatkan kamu lagi,neutral,0.3
dulu tiap merasa tidak nyaman sedih takut kesal selalu mencari pengkaburan,sad,0.73
tidak berlaku sama aku yang tidak suka minum dingin dan berasa rasa jarang banget ke area ini malahan aku biasanya langsung ke rak susu yang dibawahnya juga ada air mineral,neutral,0.26
khawatir sama kondisi sekarang agak random sih pas perjalanan sama teman kantor,anxious,0.89
ini yang dicari bood adalah jangan marah marah tapi healing lucu,angry,0.91
tak sah tak bodoh,angry,0.91
ha kayak dendam bnaget sama ibu,angry,0.97
tedia hari nih saja katapat,neutral,0.32
terima kasih ya sudah bikin hariku lebih baik tapi ya sudahlah di rumah sendiri,happy,0.16
saya sebagai mantan yeen pecinta merasa malu semoga dia cepat tobat dan bantink setir jadi yeen pobic ya semoga lekas sembuh buat teman kamu,neutral,0.29
sedih banget dengar kabar denise biasku di sc dia suaranya cakap banget ampun tetapi tidak apa apa apapun yang terbaik buat dia wish i can hear your suara again,sad,0.61
awal smt ada rekrutmen buat asdos mau daftar maju mundur takut ilmuku belum cukup,anxious,0.76
aku cuma ingin istirahat sebentar banget di kampus sama dia,sad,0.56
tidak punya sayang sedih jadi fan man utd sedih sedih,sad,0.69
pak tolong lah ringan kan beban saya jadi orang tua yang takut anak nya di vaksin anak saya tahun pak umur nya dada nya sering sakit pak setelah vaksin satu terkadang saya mau nekad saja untuk bunuh diri karena terlalu tertekan mengenai vaksin nih pak tolong saya pak,anxious,0.88
masih pagi sudah marah marah saja,angry,0.87
merasa sendirian akhir akhir ini sumpah waktu malam sama keluarga,sad,0.77
kaget doang heran doang bicara doang,neutral,0.27
sedih juga kakak bangun bangun di kolong jembatan tidak tau harus kemana,sad,0.62
benar banget sih banyak banget yang benci sama gue salah satunya pas saya kerja di penulis ada nih teman saya yang di depan baik di belakang malah bilang ke kakak ipar saya kalau dia tidak suka gue malah cenderung ke benci pas saya diputus kontrak dia itu senang banget anjir,angry,0.88
rebahan memang paling enak tidak sih,happy,0.11
malam ini kepikiran terus jadi sedih padahal sudah coba santai di kantor sama dia,sad,0.84
akhirnya lolos interview kerja jujur saja tadi pagi sama keluarga,happy,0.21
ronaldo tidak usah sedih saya juga dulu kayak kamu tapi parahan kamu sih,neutral,0.38
cemas memikirkan masa depan jujur saja bareng teman sama dia,anxious,0.84
rasanya kosong saja hari ini jujur saja di kampus sama keluarga,sad,0.72
kehilangan semangat buat kenapa apa jujur saja pas perjalanan sama keluarga,sad,0.63
kemarin takut serok sekalinya hari berturut turum hijau terus sedih,sad,0.61
gue semalam lagi asyik baca tiba tiba dia lock akun sedih banget,sad,0.75
marah mulu perasaan,angry,0.94
lagu merasa indah kenapa sedih ya,sad,0.64
sedikit sedih kemarin tidak jadi tindakan injeksi tetapi memang benar kata dokternya aku sudah vakum bulanan jadi kalau langsung injeksi lagi nanti kaget malah kemarin cuma dikasih obat sama salep begitu banyak benar jadi takut sendiri,anxious,0.82
lucu gue puas banget,happy,0.01
dapat kabar baik dari keluarga tadi pagi agak random sih sama dia,happy,0.27
cemas memikirkan masa depan serius sama teman kantor,anxious,0.74
sebelumnya yang meraknyat saja belum apa mendunia pujian di luar negeri hinaan di negeri swndiri pak anies cinta rakyat cinta warga utamakan kemakmuran kedamaian kedaulatann gue suka gaya pak aniss,happy,0.07
ini ramai banget urang suka ge pas kira bocah cilik lucu gue,happy,0.19
mirip kucingku semalam dia ketabrak motor terus mati ya allah sedih banget,sad,0.68
kesal banget hari ini sih bareng teman sama keluarga,angry,0.68
sakit hati tapi tidak berhak marah juga karena bukan siapa,angry,0.93
pas ketemu tidak jadi marah jadi tambah sayang hem,angry,0.98
lelah sama keadaan sekarang di kampus sama teman kantor,sad,0.77
kecewa banget sama hasilnya agak random sih di kampus,sad,0.83
sedih kenapa,neutral,0.39
wordle bego banget nebak huruf lain di percobaan ketiga,angry,0.92
lucu wkwk karena bonek tidak hanya mendukung persebayang saja tapi persik persela psis persis pss psid jombang awokawok ini bukan basis ya tapi sengkuni mengadu domba contoh arema indonesia lawan psid jombang sg main siapa sg teko siapa pss lawan arema endi onok lambang pss ndas bonek,neutral,0.33
kesal banget sumpah bagaimana ya bisa nya berbicara nanti kamu suka sama yang lain aku ditinggal punten kamu suka sama aku saja aku sudah keong ha kamu melihat ke arah aku saja aku sudah beruntung banget lah aku ditinggal saya meninggalkan kamu kemana sih tukang martabak,angry,0.98
sudah dong marah nya,anxious,0.71
bersyukur itu adalah tidak mudah kecewa dengan apa pun yang terjadi dan tidak mengeluh dengan semua yang harus dihadapi,neutral,0.25
bingung dan takut ambil keputusan banget asli di kampus sama keluarga,anxious,0.75
akhir akhir ini cemas terus banget asli di kampus sama dia,anxious,0.94
anxious banget sebelum meeting tadi padahal sudah coba santai pas perjalanan sendiri,anxious,0.71
terlihat meyakinkan namun menyakitkan suatu sat kamu akan mengingat ku entah sebagai orang bodoh yang berhasil engkau tipu atau sebagai orang baik yang kamu kamu kan,sad,0.71
bukan emosian mbak tapi bikin emosi,angry,0.95
marah banget karena pekerjaan berantakan tapi ya sudahlah di rumah sama dia,angry,0.9
senyum sendiri pas ingat kejadian tadi serius tadi pagi,happy,0.25
ya sudah semangat buat hari ini,happy,0.2
kok takut,anxious,0.77
bahagia adalah milik mereka yang bangga menjadi dirinya sendiri,neutral,0.24
memotivasi mereka untuk belajar dan pintar orang orang tua merekapun juga senang dengan adanya pondok pintar papua inu ucapan terima kasih para orang tua diberikan untuk para satuan tugas yonif,neutral,0.21
aku janji perbaiki diri demi kamu tapi maaf ya kalau buat jaga diri aku gabisaa aku benci diri aku sendiri,sad,0.52
iya andin saja sampai sekarang dia belum ngomong dia mak kandung nya dia pikir reyna kalau tau dia bapak kandung nya bakal senang kali ya lucu gue tidak ingat dia sudah buang itu anak bukannya harusnya takut reyna marah kok ini malah sebaliknya aneh kan magadir kak,neutral,0.36
lelah sih tapi puas hasilnya bagus hari ini di kantor sama keluarga,happy,0.22
deg degan menunggu hasil pengumuman bareng teman sendiri,anxious,0.82
bangun tidur dengar dua kabar tidak enakin itu sedih banget,sad,0.74
rasanya ingin marah terus tapi ya sudahlah pas perjalanan,angry,0.89
tafsir ya antara kaget dan tidak kaget tapi tetap saja takut boi,anxious,0.77
mun ujar jhon tralala semangat cantik,happy,0.09
sampai pagi ini masih menempel suara denise cover day ini di kepala antara masih masih kagum dan sedih karena dia salah satu orang yang bikin ku tertarik ke korea pop karena headvoice dan range vokal dia bagus banget,sad,0.7
biasanya juga kalau titip ke aku toh kenapa ke ibu sudah tau ibu suka lupa masih saja menitip ke ibu biasanya juga menitip ke aku terus di balas apa menitip apa nyenyenye malah marah saya kasih tau biar kalau menitip ke saya saja biasanya juga kayak begitu anjing,angry,0.89
rasanya sedih banget akhir akhir ini hari ini di kampus sama keluarga,sad,0.72
makan favorit hari ini bikin bahagia di rumah sendiri,happy,0.22
kehilangan semangat buat kenapa apa lucu tadi pagi sama teman kantor,sad,0.68
cemas memikirkan masa depan tapi ya sudahlah tadi pagi sama dia,anxious,0.87
kenapa sih harus bikin masalah terus agak random sih waktu malam,angry,0.66
atas nama ham guru dilarang marah pada muridnya polisi dilarang membunuh penjahat suami dilarang tegas pada istrinya orang tua dilarang ngekang anaknya kebanykan yang dinilai dilihat cuma tindakan nya bukan penyebab nya bisa jadi korban itu yang salah yang memancing kekerasan itu,neutral,0.28
malam ini kepikiran terus jadi sedih dan kepikiran terus di rumah,sad,0.67
cemas memikirkan masa depan jujur saja bareng teman sama dia,anxious,0.84
tentu saja tidaak lucu,neutral,0.38
akhir minggu ini seru banget dari tadi kepikiran bareng teman sendiri,happy,0.13
kurangi sambat tambahi semangat gas sluurr,happy,0.07
emosi lihat komentar orang tadi sumpah di kantor sama dia,angry,0.9
somehow agak ragu kalau dibilang yang dicari talent karena pada dasarnya yang dilihat ada dua visual sama talent tapi wajar sih namanya juga showbiz indonesia saja begitu bagaimana korea cukup menyedihkan,sad,0.76
pagi sudah dibuat emosyenn enggak mengerti pikirannya apa posting foto cewek mau marah memang ya ibu sudah tidak ada tapi mau tidak marah jujur ingin marah jujur jadi tidak suasana hati hari ini,angry,0.87
kakak ica apa kabar,neutral,0.29
sesungguhnya allah murka terhadap orang yang mahir terhadap ilmu dunia namun bodoh terhadap ilmu akhirat hari abu daud,neutral,0.35
dari kemarin aku demam tenggorokan nya sakit ya allah takut,anxious,0.84
akhirnya lolos interview kerja banget di kantor sendiri,happy,0.06
belum di tuduh partai komunis indonesia dan marah kamu drun,angry,0.96
khawatir sama kondisi sekarang bareng teman,anxious,0.86
masih susah pindah on dari kejadian itu lucu pas perjalanan sendiri,sad,0.75
ini ruangan ruangan favorit selama jadi mahasiswa kayak hampir satu harian ngabisin waktu di sini dan pulang ke rumah kayak cuma buat tidur doang apa pas lagi santai duduk di koridor mandangin langit senja kangen banget tolong masa masa yang sekarang tinggal jadi kenangan,neutral,0.32
lahya apa marah lucu,happy,0.09
usul oppa diterima senyuman pun diberikan pada pemuda sebanyak apapun kue yang dia makan bukan masalah sebab ia suka makanan manis itu oppa tau tempat beli kue paling enak tidak kalau tidak tahu eun saja tau sekali,neutral,0.24
allah kalau memberi surprise suka banyak banget jadi terkejutt bahagia a lucu,happy,0.06
itu normal untuk manaa investment verification,neutral,0.35
deg degan menunggu hasil pengumuman hari ini di kampus sama keluarga,anxious,0.83
sayang tidak suka ya kalau sih pacar mu itu datang pada acara meet and greet kamu nanti saya harap kamu menghargai perasaan fan saya tidak mau acara kamu kacau hanya karena pacar mu itu datang,angry,0.95
cuddle saja,neutral,0.34
ayo cek koleksinya temukan angry draken yang unik nftindonesiamendunia merketplace skin normal eth,neutral,0.29
geram banget sama pelayanan tadi banget asli bareng teman sama dia,angry,0.82
hari ini berat banget dijalani banget asli waktu malam,sad,0.58
sudah sabar tapi masih dibohongi tapi ya sudahlah di kantor sama keluarga,angry,0.91
malam ini kepikiran terus jadi sedih agak random sih di kantor sama dia,sad,0.6
betul aku juga begitu mikinya nanti kalau pas sudah nikah mau konsultasi tentang kehamilan maunya pakai dokter yang biasa dipakai keluarga ku pas mereka hamil saja lebih aman,neutral,0.36
saya lagi nangisin cowok fiksi tiba tiba abang saya datang sudah salat belum kamu saya antara takut di marahi karena belum salat dan malu karena menangis buat mata saya sembab,anxious,0.8
makan favorit hari ini bikin bahagia di rumah sama dia,happy,0.23
saat tetangga muslim meninggal meski kelakuannya sering jadi omongan bertaburanlah doa di kekasih tetapi saat tetangga non muslim yang jarang berkonflik hanya ucapan turut berduka yang terucap apakah mereka takut atau tidak mau mendoakan padahal allah sebaik baik pengampun dosa astagfirullah,sad,0.79
aku senang jangan ganggu suasana hati bahagiaku,happy,0.1
kehilangan semangat buat kenapa apa jujur saja pas perjalanan sama dia,sad,0.63
senang banget hari ini ketemu teman lama serius di kantor sama dia,happy,0.27
akhirnya lolos interview kerja waktu malam sendiri,happy,0.12
awalnya ingin menonton tapi reviewnya begitu ada yang bilang beberapa scene tidak bisa sampai klimaks jadi tidak kerasa problemnya apa bisa jadi juga karena sudah kebal mati rasa jadi biasa saja lucu gue,neutral,0.32
rasanya kosong saja hari ini lucu di rumah sama dia,sad,0.76
orang itu bikin emosi banget banget di kampus sendiri,angry,0.88
merasa sendirian akhir akhir ini dan kepikiran terus waktu malam,sad,0.63
hari ini produktif dan suasana hati bagus serius di kampus sama dia,happy,0.29
semangat,happy,0.16
cemas memikirkan masa depan lucu di kampus,anxious,0.89
menemani adikku main genshin di play station dia menceritakan soal gamenya panjang lebar pakai bahasa inggris tapi aku cuma oh lucu h iyakah enggak mengerti soalnya anjir berasa bodoh level akhir,sad,0.7
kirimlah bangsa kg perbulan perjenisnya,neutral,0.39
seru plot twist banget ceritanya terus ada semua di situ romance nya terus thriller nya sedih sedih nya juga walaupun memang agak bikin pusing setelah menonton aku nontonnya pas on pergi jadi bikin pusing menunggu next episode,sad,0.53
hari ini berat banget dijalani tapi ya sudahlah di kantor sama dia,sad,0.7
tinggalkan semua orang yang sekiranya toxic buat kamu kamu enggak boleh sedih oi ini sudah jalan kamu yang sudah diatur sama allah sok ya kamu harus memahami dan harus bisa mengerti terus jadi bisa mencintai semua orang juga punya kelebihan kekurangan masing,neutral,0.26
akhirnya tugas selesai juga lega banget banget sama teman kantor,happy,0.06
acc real sepi yuk join admin member baik hati dan tidak sombong b,neutral,0.2
makan favorit hari ini bikin bahagia dan kepikiran terus di kampus sama dia,happy,0.19
malah enak,happy,0.01
